Desc	Orthogroup	Arabidopsis_thaliana	Avena_sativa	Brachypodium_distachyon	Hordeum_vulgare	Oryza_sativa	Sorghum_bicolor	Triticum_aestivum	Triticum_turgidum	Zea_mays
n/a	OG0009480	1	1	3	1	0	1	1	1	1
n/a	OG0009481	1	1	1	1	2	1	1	1	1
n/a	OG0009482	1	1	1	1	1	1	1	1	2
n/a	OG0009483	2	1	1	1	1	1	1	1	2
n/a	OG0009484	1	1	1	3	0	1	1	1	1
n/a	OG0009485	2	1	1	1	1	1	1	1	2
n/a	OG0009486	1	1	1	2	1	1	1	1	1
n/a	OG0009487	1	1	1	1	1	1	1	1	2
n/a	OG0009488	1	1	2	1	1	1	1	1	1
n/a	OG0009489	1	1	1	1	1	1	1	1	2
n/a	OG0009490	1	1	2	1	1	1	1	1	1
n/a	OG0009491	2	1	1	1	0	1	1	1	2
n/a	OG0009492	1	1	1	1	1	1	1	1	2
n/a	OG0009493	1	1	1	1	1	1	1	1	2
n/a	OG0009494	1	1	1	1	1	1	2	1	1
n/a	OG0009495	1	1	1	1	2	1	1	1	1
n/a	OG0009496	1	1	1	2	1	1	1	2	1
n/a	OG0009497	1	1	1	1	1	1	1	1	2
n/a	OG0009498	1	1	1	1	1	1	1	1	2
n/a	OG0009499	1	1	1	1	1	1	1	1	2
n/a	OG0009500	1	1	1	1	1	1	1	1	2
n/a	OG0009501	1	1	1	1	1	1	1	1	2
n/a	OG0009502	1	1	1	1	1	1	1	1	2
n/a	OG0009503	1	1	1	1	1	1	1	1	2
n/a	OG0009504	1	1	1	1	1	1	1	1	2
n/a	OG0009505	1	1	1	1	0	1	1	1	2
n/a	OG0009506	1	1	1	1	1	2	1	1	1
n/a	OG0009507	1	1	1	1	1	1	1	1	3
n/a	OG0009508	1	1	1	1	1	2	1	1	1
n/a	OG0009509	1	1	1	1	2	1	1	1	1
n/a	OG0009510	1	1	1	1	1	1	1	2	1
n/a	OG0009511	1	1	1	1	2	1	1	1	1
n/a	OG0009512	1	1	1	1	1	1	1	1	2
n/a	OG0009513	1	1	2	1	1	1	1	1	1
n/a	OG0009514	1	1	1	1	1	1	1	1	2
n/a	OG0009515	1	1	1	1	1	1	1	1	2
n/a	OG0009516	1	1	1	1	1	1	1	1	2
n/a	OG0009517	1	1	1	1	2	1	1	1	1
n/a	OG0009518	1	1	1	0	2	1	1	1	2
n/a	OG0009519	2	1	1	1	1	0	1	2	0
n/a	OG0009520	1	1	1	1	1	1	1	1	1
n/a	OG0009521	1	1	1	1	1	2	1	1	2
n/a	OG0009522	1	1	1	1	1	1	1	1	2
n/a	OG0009523	1	1	1	1	1	1	1	1	2
n/a	OG0009524	1	1	1	1	1	1	1	1	2
n/a	OG0009525	2	1	1	1	1	1	1	1	1
n/a	OG0009526	3	1	0	1	1	1	1	1	1
n/a	OG0009527	1	1	1	1	1	1	1	1	1
n/a	OG0009528	1	1	1	1	1	1	1	1	1
n/a	OG0009529	2	1	1	1	1	1	1	1	1
n/a	OG0009530	1	1	1	1	1	2	1	1	2
n/a	OG0009531	2	1	1	1	1	1	1	1	1
n/a	OG0009532	2	1	1	0	2	1	1	1	1
n/a	OG0009533	2	1	1	1	1	1	1	1	2
n/a	OG0009534	2	1	1	1	1	1	1	1	2
n/a	OG0009535	1	0	1	1	1	1	1	1	5
n/a	OG0009536	2	0	1	1	1	1	2	1	1
n/a	OG0009537	2	1	1	1	1	1	1	1	1
n/a	OG0009538	2	1	1	1	1	1	1	1	1
n/a	OG0009539	1	2	1	1	0	2	1	1	0
n/a	OG0009540	3	1	1	1	0	1	1	1	1
n/a	OG0009541	2	1	1	1	1	1	1	0	2
n/a	OG0009542	1	1	1	3	0	1	1	1	1
n/a	OG0009543	2	1	1	1	1	1	1	1	1
n/a	OG0009544	1	1	1	1	1	1	1	1	2
n/a	OG0009545	2	1	1	1	1	1	1	1	1
n/a	OG0009546	1	1	1	1	1	1	1	1	1
n/a	OG0009547	2	1	1	1	1	1	1	1	1
n/a	OG0009548	2	1	1	1	1	1	1	1	1
n/a	OG0009549	2	1	1	1	1	1	1	1	1
n/a	OG0009550	1	1	1	1	1	1	1	1	2
n/a	OG0009551	1	1	1	1	1	1	1	1	2
n/a	OG0009552	1	1	1	1	1	1	1	1	2
n/a	OG0009553	1	1	1	1	1	2	1	1	1
n/a	OG0009554	1	1	1	1	1	1	1	1	2
n/a	OG0009555	1	1	1	1	1	1	1	1	2
n/a	OG0009556	1	1	1	1	1	1	1	1	2
n/a	OG0009557	1	1	1	1	2	1	1	1	1
n/a	OG0009558	1	1	1	1	1	1	1	1	2
n/a	OG0009559	1	1	1	1	1	1	1	1	2
n/a	OG0009560	1	1	1	1	1	1	1	1	2
n/a	OG0009561	1	1	1	1	1	1	1	1	2
n/a	OG0009562	1	1	1	1	1	1	1	1	2
n/a	OG0009563	1	1	2	1	1	2	1	1	1
n/a	OG0009564	1	1	1	1	1	2	1	1	1
n/a	OG0009565	1	1	1	1	1	1	1	1	2
n/a	OG0009566	1	1	1	1	1	1	1	1	2
n/a	OG0009567	1	1	1	0	2	2	1	1	1
n/a	OG0009568	1	1	1	1	1	1	1	2	2
n/a	OG0009569	1	1	1	1	2	1	1	1	1
n/a	OG0009570	1	1	1	1	1	1	1	1	2
n/a	OG0009571	1	1	1	1	1	1	1	1	2
n/a	OG0009572	1	2	1	1	1	1	1	1	1
n/a	OG0009573	1	1	1	1	1	1	1	1	2
n/a	OG0009574	1	1	1	1	1	1	1	1	2
n/a	OG0009575	1	1	1	0	1	2	1	1	2
n/a	OG0009576	1	1	1	1	1	1	1	1	1
n/a	OG0009577	1	1	1	1	1	1	1	1	2
n/a	OG0009578	1	1	1	1	1	1	1	1	1
n/a	OG0009579	1	1	1	1	1	1	1	1	1
n/a	OG0009580	2	1	2	0	1	1	1	1	1
n/a	OG0009581	1	1	1	1	0	1	1	1	3
n/a	OG0009582	1	1	1	1	1	1	1	1	2
n/a	OG0009583	1	1	1	1	1	1	1	1	1
n/a	OG0009584	1	1	2	1	1	1	1	1	1
n/a	OG0009585	1	1	1	1	1	1	1	1	2
n/a	OG0009586	1	1	1	1	1	1	1	1	2
n/a	OG0009587	2	1	1	1	1	1	1	1	1
n/a	OG0009588	1	1	1	1	1	1	1	1	1
n/a	OG0009589	1	1	1	1	2	1	1	1	1
n/a	OG0009590	1	1	1	1	1	1	0	1	4
n/a	OG0009591	1	1	1	1	1	1	1	1	2
n/a	OG0009592	1	1	1	1	2	1	1	1	1
n/a	OG0009593	2	1	1	1	1	1	1	1	1
n/a	OG0009594	1	1	1	1	1	2	1	1	1
n/a	OG0009595	1	1	2	1	1	1	1	2	1
n/a	OG0009596	1	1	1	2	1	1	1	1	1
n/a	OG0009597	2	0	1	2	1	1	1	2	1
n/a	OG0009598	1	1	1	1	1	1	1	1	2
n/a	OG0009599	1	1	2	1	1	1	1	1	1
n/a	OG0009600	1	1	1	1	1	1	1	1	2
n/a	OG0009601	1	1	2	1	1	1	1	1	1
n/a	OG0009602	1	1	1	1	1	1	1	1	1
n/a	OG0009603	1	1	1	1	1	3	1	0	2
n/a	OG0009604	1	1	1	1	2	1	1	1	2
n/a	OG0009605	1	2	1	1	0	1	1	2	1
n/a	OG0009606	1	1	2	1	0	2	1	0	2
n/a	OG0009607	1	1	1	1	1	2	1	1	1
n/a	OG0009608	1	1	2	1	2	1	0	1	2
n/a	OG0009609	1	1	1	1	2	1	1	1	1
n/a	OG0009610	1	1	1	1	3	0	1	1	1
n/a	OG0009611	1	1	1	1	1	1	1	1	2
n/a	OG0009612	1	1	1	1	1	1	1	1	2
n/a	OG0009613	1	1	1	1	1	1	1	1	2
n/a	OG0009614	1	1	1	1	1	1	1	1	2
n/a	OG0009615	1	1	1	1	1	1	1	1	2
n/a	OG0009616	1	1	1	1	1	1	1	1	2
n/a	OG0009617	1	1	1	1	1	1	1	1	2
n/a	OG0009618	1	1	1	1	1	2	1	1	1
n/a	OG0009619	1	1	1	1	1	1	1	1	2
n/a	OG0009620	1	1	1	1	1	1	1	1	2
n/a	OG0009621	1	1	1	1	1	1	1	1	2
n/a	OG0009622	1	1	1	1	0	1	1	2	1
n/a	OG0009623	2	1	1	1	1	2	0	1	2
n/a	OG0009624	1	1	1	1	1	1	1	1	2
n/a	OG0009625	1	1	1	1	1	1	1	1	1
n/a	OG0009626	1	1	1	1	1	2	1	1	1
n/a	OG0009627	1	1	1	1	1	1	1	1	2
n/a	OG0009628	1	1	2	2	0	1	1	1	1
n/a	OG0009629	1	1	1	1	3	1	1	0	1
n/a	OG0009630	1	1	1	1	1	1	2	0	1
n/a	OG0009631	1	1	1	1	1	1	1	1	2
n/a	OG0009632	1	1	1	1	0	2	1	1	2
n/a	OG0009633	1	1	1	1	1	1	1	1	2
n/a	OG0009634	1	1	1	1	1	1	1	1	2
n/a	OG0009635	1	1	1	1	2	1	1	1	1
n/a	OG0009636	1	1	1	1	1	1	1	1	1
n/a	OG0009637	1	1	1	1	1	1	1	1	2
n/a	OG0009638	1	1	1	1	1	1	1	1	2
n/a	OG0009639	1	1	1	1	2	1	1	0	2
n/a	OG0009640	1	1	1	1	1	1	1	1	1
n/a	OG0009641	1	1	1	1	1	1	1	1	1
n/a	OG0009642	1	1	1	1	2	1	1	0	2
n/a	OG0009643	1	1	1	1	1	1	1	1	1
n/a	OG0009644	2	1	1	1	1	1	1	1	1
n/a	OG0009645	1	1	2	1	1	1	1	1	2
n/a	OG0009646	1	1	1	1	1	1	1	1	1
n/a	OG0009647	1	1	3	1	1	1	1	1	2
n/a	OG0009648	1	1	1	1	1	1	1	1	2
n/a	OG0009649	1	1	1	1	1	1	1	1	2
n/a	OG0009650	1	1	1	1	1	1	1	1	2
n/a	OG0009651	1	1	2	1	1	1	1	0	2
n/a	OG0009652	1	1	2	1	1	1	1	1	1
n/a	OG0009653	1	1	1	1	1	1	1	1	2
n/a	OG0009654	1	1	1	1	1	2	1	1	1
n/a	OG0009655	1	1	1	1	1	1	1	1	2
n/a	OG0009656	1	1	1	1	1	1	1	1	2
n/a	OG0009657	1	1	1	1	1	1	1	1	2
n/a	OG0009658	1	1	3	1	1	1	1	0	1
n/a	OG0009659	1	1	1	1	1	1	1	1	2
n/a	OG0009660	1	1	2	1	1	1	1	1	1
n/a	OG0009661	2	1	1	1	1	2	1	1	1
n/a	OG0009662	1	1	2	1	1	1	1	1	1
n/a	OG0009663	1	1	1	1	1	1	1	1	1
n/a	OG0009664	1	1	2	1	1	1	1	0	2
n/a	OG0009665	1	1	1	1	1	1	1	1	2
n/a	OG0009666	1	1	1	1	1	1	1	1	2
n/a	OG0009667	1	1	1	1	1	1	1	1	2
n/a	OG0009668	1	1	1	1	2	1	1	0	1
n/a	OG0009669	1	1	1	1	2	1	1	1	1
n/a	OG0009670	1	1	1	1	1	1	1	1	2
n/a	OG0009671	1	1	1	1	1	1	1	1	2
n/a	OG0009672	1	1	1	1	1	1	1	1	2
n/a	OG0009673	1	1	1	1	1	1	1	1	2
n/a	OG0009674	1	1	1	1	0	1	1	1	4
n/a	OG0009675	1	1	1	1	1	1	1	1	2
n/a	OG0009676	1	0	1	1	1	1	1	1	6
n/a	OG0009677	1	1	1	1	1	1	1	1	2
n/a	OG0009678	1	1	1	1	1	1	1	1	2
n/a	OG0009679	1	1	1	1	0	2	1	1	2
n/a	OG0009680	1	1	1	2	1	1	1	0	1
n/a	OG0009681	1	1	2	1	2	1	1	1	1
n/a	OG0009682	1	1	1	1	1	1	1	1	2
n/a	OG0009683	1	1	2	1	1	1	1	1	1
n/a	OG0009684	1	1	1	1	2	1	1	1	1
n/a	OG0009685	1	1	1	1	1	1	1	1	2
n/a	OG0009686	1	1	1	1	1	3	1	1	2
n/a	OG0009687	1	2	1	1	1	1	1	0	1
n/a	OG0009688	1	1	1	1	1	1	1	1	2
n/a	OG0009689	1	1	1	1	1	1	1	1	3
n/a	OG0009690	1	1	2	1	1	2	1	1	1
n/a	OG0009691	1	1	1	1	1	1	1	1	2
n/a	OG0009692	1	1	1	1	1	1	1	1	1
n/a	OG0009693	1	1	1	1	1	1	1	1	2
n/a	OG0009694	2	1	1	1	1	2	1	1	1
n/a	OG0009695	1	1	1	1	1	1	1	1	2
n/a	OG0009696	1	1	1	1	1	1	1	1	2
n/a	OG0009697	1	1	1	1	1	1	1	1	2
n/a	OG0009698	1	1	1	1	1	1	1	1	2
n/a	OG0009699	1	1	1	1	1	1	1	1	2
n/a	OG0009700	1	1	1	1	2	1	1	1	1
n/a	OG0009701	1	1	1	1	1	1	1	1	2
n/a	OG0009702	1	1	1	1	1	1	1	1	1
n/a	OG0009703	1	1	2	1	2	1	1	1	1
n/a	OG0009704	1	1	1	1	1	1	1	1	2
n/a	OG0009705	1	1	1	1	1	1	1	1	2
n/a	OG0009706	1	1	2	1	1	1	1	1	1
n/a	OG0009707	1	1	2	1	1	1	1	1	1
n/a	OG0009708	1	1	2	1	1	2	0	0	2
n/a	OG0009709	1	1	1	1	1	1	1	1	2
n/a	OG0009710	1	1	1	1	1	1	1	1	2
n/a	OG0009711	1	1	1	1	1	1	1	1	2
n/a	OG0009712	1	1	1	1	1	1	1	1	2
n/a	OG0009713	1	0	1	0	1	1	2	1	2
n/a	OG0009714	1	1	2	1	1	1	1	1	1
n/a	OG0009715	1	1	2	1	1	1	1	1	2
n/a	OG0009716	1	1	3	0	1	1	1	1	1
n/a	OG0009717	1	1	1	1	1	1	1	1	1
n/a	OG0009718	1	1	1	1	1	1	1	1	2
n/a	OG0009719	1	1	1	1	1	1	1	1	1
n/a	OG0009720	1	1	1	1	1	2	1	0	2
n/a	OG0009721	1	0	1	0	0	0	1	0	9
n/a	OG0009722	1	0	4	0	0	0	3	0	0
n/a	OG0009723	1	0	3	0	1	0	3	0	0
n/a	OG0009724	1	2	1	0	0	1	2	1	0
n/a	OG0009725	0	1	1	2	1	1	1	1	1
n/a	OG0009726	0	4	2	1	0	0	0	0	0
n/a	OG0009727	0	1	1	0	1	2	1	1	3
n/a	OG0009728	0	1	1	1	1	1	1	1	2
n/a	OG0009729	0	4	0	0	0	0	0	0	0
n/a	OG0009730	0	1	1	1	1	2	1	1	1
n/a	OG0009731	0	1	2	0	0	1	1	2	1
n/a	OG0009732	0	2	0	2	2	1	1	1	0
n/a	OG0009733	0	3	2	0	4	0	0	0	0
n/a	OG0009734	0	1	1	0	1	1	2	2	1
n/a	OG0009735	0	1	1	2	2	3	0	0	2
n/a	OG0009736	0	1	1	1	3	1	1	1	1
n/a	OG0009737	0	2	1	1	1	1	1	1	1
n/a	OG0009738	0	1	1	1	1	1	2	1	0
n/a	OG0009739	0	1	1	1	2	2	1	0	2
n/a	OG0009740	0	3	1	1	0	0	1	1	0
n/a	OG0009741	0	1	1	1	1	1	2	1	1
n/a	OG0009742	0	2	1	1	1	1	1	1	1
n/a	OG0009743	0	1	0	1	0	0	3	1	0
n/a	OG0009744	0	1	1	1	3	1	1	1	1
n/a	OG0009745	0	2	0	3	1	0	1	2	0
n/a	OG0009746	0	1	1	2	1	1	1	1	1
n/a	OG0009747	0	2	1	0	1	1	1	1	1
n/a	OG0009748	0	3	0	0	1	1	0	1	0
n/a	OG0009749	0	2	0	1	0	0	2	1	0
n/a	OG0009750	0	2	0	6	0	0	1	0	0
n/a	OG0009751	0	3	0	0	0	0	1	1	0
n/a	OG0009752	0	2	1	1	1	1	1	1	1
n/a	OG0009753	0	1	1	1	1	1	1	0	4
n/a	OG0009754	0	1	1	1	0	1	1	2	2
n/a	OG0009755	0	1	1	1	1	2	1	1	2
n/a	OG0009756	0	5	0	0	0	0	0	0	0
n/a	OG0009757	0	3	1	0	2	1	1	0	0
n/a	OG0009758	0	1	0	0	0	0	3	1	0
n/a	OG0009759	0	4	0	0	0	1	0	0	1
n/a	OG0009760	0	1	1	1	7	1	0	1	0
n/a	OG0009761	0	2	3	1	1	1	1	1	0
n/a	OG0009762	0	1	1	2	2	0	2	0	0
n/a	OG0009763	0	2	1	2	1	1	1	0	1
n/a	OG0009764	0	3	3	1	0	0	1	0	0
n/a	OG0009765	0	2	0	1	1	1	1	0	2
n/a	OG0009766	0	2	2	1	1	0	1	1	0
n/a	OG0009767	0	1	0	1	1	2	1	1	3
n/a	OG0009768	0	2	1	1	0	0	2	2	0
n/a	OG0009769	0	1	2	1	1	1	1	1	2
n/a	OG0009770	0	1	1	1	1	1	1	2	1
n/a	OG0009772	0	1	1	1	1	1	1	1	3
n/a	OG0009773	0	1	1	1	1	1	1	1	2
n/a	OG0009774	0	1	1	5	0	0	2	0	0
n/a	OG0009775	0	1	1	1	2	1	1	1	2
n/a	OG0009776	0	1	1	1	1	2	1	1	2
n/a	OG0009777	0	2	1	1	2	0	1	2	0
n/a	OG0009778	0	1	1	1	0	1	2	2	1
n/a	OG0009779	0	1	1	1	1	2	1	2	1
n/a	OG0009780	0	1	8	0	4	0	0	0	0
n/a	OG0009781	0	1	1	1	1	2	1	1	1
n/a	OG0009782	0	1	2	1	1	1	1	1	2
n/a	OG0009783	0	1	1	1	1	1	1	2	1
n/a	OG0009784	0	1	1	2	0	1	2	2	0
n/a	OG0009785	0	2	1	1	1	1	1	0	1
n/a	OG0009786	0	1	2	1	2	2	1	1	1
n/a	OG0009787	0	1	1	1	1	1	1	1	3
n/a	OG0009788	0	1	1	3	1	1	1	1	1
n/a	OG0009789	0	2	2	0	2	1	1	0	2
n/a	OG0009790	0	1	1	0	1	4	1	1	1
n/a	OG0009791	0	1	1	2	1	1	1	1	2
n/a	OG0009792	0	2	1	1	1	1	1	1	1
n/a	OG0009793	0	2	0	0	0	0	2	2	0
n/a	OG0009794	0	1	1	1	2	1	1	1	2
n/a	OG0009795	0	1	1	1	1	1	1	1	3
n/a	OG0009796	0	1	1	1	3	1	1	0	2
n/a	OG0009797	0	1	1	2	2	0	1	2	0
n/a	OG0009798	0	1	1	1	2	1	1	0	2
n/a	OG0009799	0	1	1	1	3	1	1	1	1
n/a	OG0009800	0	1	2	1	1	1	1	1	2
n/a	OG0009801	0	2	1	1	1	1	1	1	1
n/a	OG0009802	0	1	1	0	2	2	1	1	2
n/a	OG0009803	0	1	1	2	1	1	1	1	2
n/a	OG0009804	0	1	1	2	1	1	1	1	2
n/a	OG0009805	0	1	1	1	1	1	1	1	3
n/a	OG0009806	0	1	1	1	0	1	1	1	4
n/a	OG0009807	0	1	1	1	1	2	1	1	2
n/a	OG0009808	0	1	2	1	1	2	1	1	2
n/a	OG0009809	0	1	1	1	0	2	1	2	1
n/a	OG0009810	0	0	0	0	0	0	0	0	12
n/a	OG0009811	0	2	1	1	1	2	0	0	2
n/a	OG0009812	0	3	0	0	0	0	1	1	0
n/a	OG0009813	0	4	0	1	0	0	1	0	0
n/a	OG0009814	0	1	1	1	2	1	1	1	2
n/a	OG0009815	0	1	1	1	1	1	1	1	3
n/a	OG0009816	0	1	1	1	1	2	1	1	2
n/a	OG0009817	0	1	2	1	1	1	1	2	0
n/a	OG0009818	0	0	0	0	0	2	0	0	11
n/a	OG0009819	0	1	3	0	0	1	2	1	1
n/a	OG0009820	0	1	1	2	0	1	1	2	1
n/a	OG0009821	0	0	1	1	3	0	0	4	0
n/a	OG0009822	0	1	1	0	1	1	2	2	1
n/a	OG0009823	0	1	1	1	2	1	1	1	2
n/a	OG0009824	0	2	0	6	0	0	0	1	0
n/a	OG0009825	0	1	1	4	0	1	1	1	1
n/a	OG0009826	0	2	1	1	1	1	1	1	1
n/a	OG0009827	0	1	1	1	2	2	1	1	1
n/a	OG0009828	0	1	1	1	1	1	1	2	0
n/a	OG0009829	0	1	1	1	1	1	1	1	2
n/a	OG0009830	0	1	1	1	2	1	1	1	4
n/a	OG0009831	0	1	1	1	1	2	2	2	0
n/a	OG0009832	0	2	1	1	0	1	1	1	1
n/a	OG0009833	0	1	1	1	1	2	1	1	2
n/a	OG0009834	0	1	1	0	1	1	1	2	1
n/a	OG0009835	0	1	1	1	2	1	1	1	1
n/a	OG0009836	0	2	1	1	1	1	1	1	1
n/a	OG0009837	0	1	1	1	1	1	2	1	0
n/a	OG0009838	0	1	0	0	1	0	2	2	0
n/a	OG0009839	0	1	1	1	1	2	1	1	1
n/a	OG0009840	0	1	1	1	1	1	1	1	2
n/a	OG0009841	0	2	1	0	1	1	1	2	0
n/a	OG0009842	0	1	3	1	2	1	1	1	0
n/a	OG0009843	0	1	2	0	2	2	1	1	1
n/a	OG0009844	0	1	1	1	1	1	1	2	2
n/a	OG0009845	0	1	1	1	1	1	1	2	1
n/a	OG0009846	0	1	1	1	1	1	1	2	1
n/a	OG0009847	0	1	1	1	1	1	1	1	3
n/a	OG0009848	0	1	1	1	0	1	2	2	0
n/a	OG0009849	0	1	1	1	0	1	1	2	2
n/a	OG0009850	0	1	2	1	1	1	1	1	2
n/a	OG0009851	0	1	2	0	2	1	1	1	2
n/a	OG0009852	0	1	2	1	2	2	1	0	2
n/a	OG0009853	0	2	1	0	0	4	0	0	3
n/a	OG0009854	0	0	0	3	0	0	2	2	0
n/a	OG0009855	0	1	1	1	2	1	1	1	2
n/a	OG0009856	0	1	1	1	1	2	1	1	3
n/a	OG0009857	0	1	1	1	0	1	1	1	5
n/a	OG0009858	0	1	1	1	1	2	1	1	1
n/a	OG0009859	0	1	1	1	2	1	1	1	2
n/a	OG0009860	0	1	1	1	1	1	1	1	3
n/a	OG0009861	0	2	1	1	1	1	1	1	1
n/a	OG0009862	0	2	0	0	0	0	2	2	0
n/a	OG0009863	0	1	1	1	1	2	1	1	3
n/a	OG0009864	0	1	1	1	0	1	1	1	5
n/a	OG0009865	0	1	0	0	0	1	2	1	3
n/a	OG0009866	0	1	1	1	1	1	1	2	1
n/a	OG0009867	0	1	1	1	2	1	1	1	2
n/a	OG0009868	0	1	1	1	0	2	2	1	1
n/a	OG0009869	0	1	1	1	2	1	1	1	3
n/a	OG0009870	0	1	1	1	2	2	1	1	1
n/a	OG0009871	0	1	1	1	1	1	1	1	2
n/a	OG0009872	0	1	0	3	0	0	2	2	0
n/a	OG0009873	0	1	1	1	3	1	1	1	1
n/a	OG0009874	0	1	1	1	0	1	1	1	4
n/a	OG0009875	0	1	1	1	1	1	1	1	4
n/a	OG0009876	0	1	1	1	1	1	1	2	1
n/a	OG0009877	0	1	1	1	2	1	1	1	2
n/a	OG0009878	0	1	2	0	1	1	2	2	0
n/a	OG0009879	0	1	0	5	0	0	2	0	0
n/a	OG0009880	0	1	1	1	1	1	1	1	3
n/a	OG0009881	0	1	1	1	1	1	1	1	3
n/a	OG0009882	0	1	2	1	1	1	1	1	2
n/a	OG0009883	0	1	1	1	3	1	1	1	2
n/a	OG0009884	0	1	1	1	1	3	1	1	1
n/a	OG0009885	0	2	1	1	1	1	1	1	1
n/a	OG0009886	0	1	1	1	1	2	1	1	2
n/a	OG0009887	0	1	2	1	2	1	1	0	2
n/a	OG0009888	0	2	1	1	1	1	1	1	1
n/a	OG0009889	0	1	1	1	2	2	1	1	1
n/a	OG0009890	0	1	1	1	2	2	1	1	1
n/a	OG0009891	0	1	2	1	2	1	1	1	1
n/a	OG0009892	0	2	1	1	1	1	1	1	1
n/a	OG0009893	0	2	1	1	0	0	1	2	0
n/a	OG0009894	0	1	1	1	1	1	2	1	1
n/a	OG0009895	0	1	1	1	0	0	2	2	0
n/a	OG0009896	0	1	1	1	2	1	1	1	2
n/a	OG0009897	0	1	1	1	1	1	1	1	3
n/a	OG0009898	0	1	1	1	1	1	2	1	1
n/a	OG0009899	0	1	2	1	1	1	1	1	2
n/a	OG0009900	0	0	2	0	0	0	3	2	0
n/a	OG0009901	0	1	1	1	0	1	2	2	1
n/a	OG0009902	0	1	1	1	1	1	1	1	3
n/a	OG0009903	0	1	1	4	1	1	1	1	1
n/a	OG0009904	0	1	1	1	2	1	1	1	1
n/a	OG0009905	0	1	1	1	3	3	1	0	1
n/a	OG0009906	0	1	1	1	1	3	1	1	1
n/a	OG0009907	0	0	6	0	0	0	1	3	0
n/a	OG0009908	0	1	2	1	1	1	1	0	2
n/a	OG0009909	0	1	3	1	1	1	1	1	1
n/a	OG0009910	0	1	1	1	1	1	1	1	2
n/a	OG0009911	0	1	1	1	1	3	1	1	1
n/a	OG0009912	0	1	2	1	1	1	1	1	2
n/a	OG0009913	0	1	1	1	1	2	1	1	2
n/a	OG0009914	0	2	1	0	1	1	1	1	1
n/a	OG0009915	0	1	1	1	2	1	1	1	2
n/a	OG0009916	0	1	3	1	1	1	1	1	1
n/a	OG0009917	0	1	2	3	1	1	1	1	1
n/a	OG0009918	0	1	1	1	2	1	1	1	2
n/a	OG0009919	0	0	2	2	2	1	2	2	0
n/a	OG0009920	0	0	2	4	0	0	3	0	0
n/a	OG0009921	0	0	2	0	0	0	3	2	0
n/a	OG0009922	0	0	1	2	1	2	2	1	1
n/a	OG0009923	0	0	4	0	0	0	3	0	0
n/a	OG0009924	0	0	2	1	2	2	1	1	3
n/a	OG0009925	0	0	1	1	0	9	1	1	0
n/a	OG0009926	0	0	1	1	2	1	2	2	1
n/a	OG0009927	0	0	2	2	1	1	2	2	1
n/a	OG0009928	0	0	0	4	0	0	3	2	0
n/a	OG0009929	0	0	0	2	3	0	2	2	0
n/a	OG0009930	0	0	0	1	5	0	2	2	1
n/a	OG0009931	0	0	0	2	0	0	2	4	0
n/a	OG0009932	0	0	0	1	1	0	1	0	11
n/a	OG0009933	0	0	0	1	0	0	3	3	0
n/a	OG0009934	0	0	0	0	2	6	2	1	0
n/a	OG0009935	0	0	0	0	9	5	0	0	1
n/a	OG0009939	0	1	1	1	1	0	1	1	2
n/a	OG0009940	2	1	1	1	0	1	1	1	1
n/a	OG0009941	1	1	1	1	1	1	1	1	1
n/a	OG0009942	1	1	1	2	1	1	1	0	1
n/a	OG0009943	1	1	1	1	1	1	1	1	1
n/a	OG0009944	2	0	1	2	1	0	2	0	0
n/a	OG0009945	1	1	1	1	1	1	1	1	1
n/a	OG0009946	0	0	2	0	2	9	0	0	1
n/a	OG0009947	3	1	1	1	1	1	1	0	1
n/a	OG0009948	0	1	1	1	1	1	1	1	2
n/a	OG0009949	1	1	1	1	0	1	1	1	2
n/a	OG0009950	2	1	1	1	1	1	1	1	1
n/a	OG0009951	1	1	1	1	1	1	1	1	1
n/a	OG0009952	2	1	1	1	1	1	1	0	1
n/a	OG0009953	2	1	1	1	1	1	1	1	1
n/a	OG0009954	2	1	1	1	0	1	1	1	2
n/a	OG0009955	1	0	2	1	1	2	1	1	2
n/a	OG0009956	1	1	1	1	1	1	1	1	1
n/a	OG0009957	2	1	1	1	1	1	1	0	1
n/a	OG0009958	2	1	1	1	1	1	1	0	1
n/a	OG0009959	3	0	1	1	1	1	1	1	1
n/a	OG0009960	0	1	1	3	1	1	1	1	1
n/a	OG0009961	0	1	1	1	2	2	1	1	1
n/a	OG0009962	1	1	1	1	0	1	1	1	2
n/a	OG0009963	1	1	1	1	1	1	1	0	2
n/a	OG0009964	2	1	1	1	1	1	1	0	2
n/a	OG0009965	1	1	1	1	1	1	1	1	1
n/a	OG0009966	1	1	1	1	1	1	1	1	1
n/a	OG0009967	1	1	1	1	1	1	1	1	1
n/a	OG0009968	1	1	1	1	1	1	1	1	1
n/a	OG0009969	3	1	1	1	1	1	1	0	1
n/a	OG0009970	2	1	1	1	1	1	1	1	1
n/a	OG0009971	1	1	1	1	1	1	1	1	1
n/a	OG0009972	2	1	1	1	0	1	1	1	1
n/a	OG0009973	1	1	1	1	1	1	1	1	1
n/a	OG0009974	1	1	1	1	1	1	1	1	1
n/a	OG0009975	1	1	1	1	1	1	1	1	1
n/a	OG0009976	1	1	1	1	1	1	1	1	1
n/a	OG0009977	1	1	1	1	1	1	1	1	1
n/a	OG0009978	1	1	1	1	1	1	1	1	1
n/a	OG0009979	1	1	1	1	1	1	1	1	1
